"SETTLEMENTDATE","RUNNO","REGIONID","PERIODID","RRP","EEP","INVALIDFLAG","LASTCHANGED","ROP","RAISE6SECRRP","RAISE6SECROP","RAISE60SECRRP","RAISE60SECROP","RAISE5MINRRP","RAISE5MINROP","RAISEREGRRP","RAISEREGROP","LOWER6SECRRP","LOWER6SECROP","LOWER60SECRRP","LOWER60SECROP","LOWER5MINRRP","LOWER5MINROP","LOWERREGRRP","LOWERREGROP","PRICE_STATUS"
"1998-11-25 13:00:00",1,"QLD1",26,53.26000,0.00000,,"1998-11-25 12:55:07",53.25668,,,,,,,,,,,,,,,,,
"1998-11-25 13:00:00",1,"SA1",26,5000.00000,0.00000,,"1998-11-25 12:55:07",5000.00000,,,,,,,,,,,,,,,,,
"1998-11-25 13:00:00",1,"SNOWY1",26,22.04000,0.00000,,"1998-11-25 12:55:07",22.04386,,,,,,,,,,,,,,,,,
"1998-11-25 13:00:00",1,"VIC1",26,24.50000,0.00000,,"1998-11-25 12:55:07",24.49671,,,,,,,,,,,,,,,,,
"1998-11-25 13:30:00",1,"NSW1",27,374.00000,0.00000,,"1998-11-25 13:25:08",373.99966,,,,,,,,,,,,,,,,,
"1998-11-25 13:30:00",1,"QLD1",27,53.13000,0.00000,,"1998-11-25 13:25:08",53.12835,,,,,,,,,,,,,,,,,
"1998-11-25 13:30:00",1,"SA1",27,5000.00000,0.00000,,"1998-11-25 13:25:08",5000.00000,,,,,,,,,,,,,,,,,
"1998-11-25 13:30:00",1,"SNOWY1",27,329.43000,0.00000,,"1998-11-25 13:25:08",329.43059,,,,,,,,,,,,,,,,,
"1998-11-25 13:30:00",1,"VIC1",27,336.63000,0.00000,,"1998-11-25 13:25:08",336.63152,,,,,,,,,,,,,,,,,
"1998-11-25 14:00:00",1,"NSW1",28,372.61000,0.00000,,"1998-11-25 13:55:07",372.60974,,,,,,,,,,,,,,,,,
"1998-11-25 14:00:00",1,"QLD1",28,50.00000,0.00000,,"1998-11-25 13:55:07",50.00003,,,,,,,,,,,,,,,,,
"1998-11-25 14:00:00",1,"SA1",28,5000.00000,0.00000,,"1998-11-25 13:55:07",5000.00000,,,,,,,,,,,,,,,,,
"1998-11-25 14:00:00",1,"SNOWY1",28,329.43000,0.00000,,"1998-11-25 13:55:07",329.43001,,,,,,,,,,,,,,,,,
"1998-11-25 14:00:00",1,"VIC1",28,335.53000,0.00000,,"1998-11-25 13:55:07",335.53311,,,,,,,,,,,,,,,,,
"1998-11-25 14:30:00",1,"NSW1",29,60.74000,0.00000,,"1998-11-25 14:25:08",60.74409,,,,,,,,,,,,,,,,,
"1998-11-25 14:30:00",1,"QLD1",29,51.98000,0.00000,,"1998-11-25 14:25:08",51.97668,,,,,,,,,,,,,,,,,
"1998-11-25 14:30:00",1,"SA1",29,5000.00000,0.00000,,"1998-11-25 14:25:08",5000.00000,,,,,,,,,,,,,,,,,
"1998-11-25 14:30:00",1,"SNOWY1",29,58.73000,0.00000,,"1998-11-25 14:25:08",58.73013,,,,,,,,,,,,,,,,,
"1998-11-25 14:30:00",1,"VIC1",29,61.36000,0.00000,,"1998-11-25 14:25:08",61.36005,,,,,,,,,,,,,,,,,
"1998-11-25 15:00:00",1,"NSW1",30,68.95000,0.00000,,"1998-11-25 14:55:08",68.95075,,,,,,,,,,,,,,,,,
"1998-11-25 15:00:00",1,"QLD1",30,50.95000,0.00000,,"1998-11-25 14:55:08",50.95167,,,,,,,,,,,,,,,,,
"1998-11-25 15:00:00",1,"SA1",30,5000.00000,0.00000,,"1998-11-25 14:55:08",5000.00000,,,,,,,,,,,,,,,,,
"1998-11-25 15:00:00",1,"SNOWY1",30,66.35000,0.00000,,"1998-11-25 14:55:08",66.34504,,,,,,,,,,,,,,,,,
"1998-11-25 15:00:00",1,"VIC1",30,69.22000,0.00000,,"1998-11-25 14:55:08",69.22367,,,,,,,,,,,,,,,,,
"1998-11-25 15:30:00",1,"NSW1",31,76.24000,0.00000,,"1998-11-25 15:25:07",76.24470,,,,,,,,,,,,,,,,,
"1998-11-25 15:30:00",1,"QLD1",31,50.00000,0.00000,,"1998-11-25 15:25:07",50.00002,,,,,,,,,,,,,,,,,
"1998-11-25 15:30:00",1,"SA1",31,5000.00000,0.00000,,"1998-11-25 15:25:07",5000.00000,,,,,,,,,,,,,,,,,
"1998-11-25 15:30:00",1,"SNOWY1",31,73.00000,0.00000,,"1998-11-25 15:25:07",73.00014,,,,,,,,,,,,,,,,,
"1998-11-25 15:30:00",1,"VIC1",31,76.02000,0.00000,,"1998-11-25 15:25:07",76.01948,,,,,,,,,,,,,,,,,
"1998-11-25 16:00:00",1,"NSW1",32,113.56000,0.00000,,"1998-11-25 15:55:07",113.55755,,,,,,,,,,,,,,,,,
"1998-11-25 16:00:00",1,"QLD1",32,50.00000,0.00000,,"1998-11-25 15:55:07",50.00002,,,,,,,,,,,,,,,,,
"1998-11-25 16:00:00",1,"SA1",32,5000.00000,0.00000,,"1998-11-25 15:55:07",5000.00000,,,,,,,,,,,,,,,,,
"1998-11-25 16:00:00",1,"SNOWY1",32,108.91000,0.00000,,"1998-11-25 15:55:07",108.91328,,,,,,,,,,,,,,,,,
"1998-11-25 16:00:00",1,"VIC1",32,113.47000,0.00000,,"1998-11-25 15:55:07",113.47160,,,,,,,,,,,,,,,,,
"1998-11-25 16:30:00",1,"NSW1",33,102.65000,0.00000,,"1998-11-25 16:25:08",102.65357,,,,,,,,,,,,,,,,,
"1998-11-25 16:30:00",1,"QLD1",33,50.55000,0.00000,,"1998-11-25 16:25:08",50.55001,,,,,,,,,,,,,,,,,
"1998-11-25 16:30:00",1,"SA1",33,5000.00000,0.00000,,"1998-11-25 16:25:08",5000.00000,,,,,,,,,,,,,,,,,
"1998-11-25 16:30:00",1,"SNOWY1",33,98.13000,0.00000,,"1998-11-25 16:25:08",98.12767,,,,,,,,,,,,,,,,,
"1998-11-25 16:30:00",1,"VIC1",33,102.04000,0.00000,,"1998-11-25 16:25:08",102.03661,,,,,,,,,,,,,,,,,
"1998-11-25 17:00:00",1,"NSW1",34,82.73000,0.00000,,"1998-11-25 16:55:07",82.73384,,,,,,,,,,,,,,,,,
"1998-11-25 17:00:00",1,"QLD1",34,53.00000,0.00000,,"1998-11-25 16:55:07",53.00167,,,,,,,,,,,,,,,,,
"1998-11-25 17:00:00",1,"SA1",34,5000.00000,0.00000,,"1998-11-25 16:55:07",5000.00000,,,,,,,,,,,,,,,,,
"1998-11-25 17:00:00",1,"SNOWY1",34,78.94000,0.00000,,"1998-11-25 16:55:07",78.94141,,,,,,,,,,,,,,,,,
"1998-11-25 17:00:00",1,"VIC1",34,81.70000,0.00000,,"1998-11-25 16:55:07",81.69871,,,,,,,,,,,,,,,,,
"1998-11-25 17:30:00",1,"NSW1",35,60.68000,0.00000,,"1998-11-25 17:25:07",60.67955,,,,,,,,,,,,,,,,,
"1998-11-25 17:30:00",1,"QLD1",35,50.27000,0.00000,,"1998-11-25 17:25:07",50.27500,,,,,,,,,,,,,,,,,
"1998-11-25 17:30:00",1,"SA1",35,5000.00000,0.00000,,"1998-11-25 17:25:07",5000.00000,,,,,,,,,,,,,,,,,
"1998-11-25 17:30:00",1,"SNOWY1",35,57.49000,0.00000,,"1998-11-25 17:25:07",57.49062,,,,,,,,,,,,,,,,,
"1998-11-25 17:30:00",1,"VIC1",35,58.59000,0.00000,,"1998-11-25 17:25:07",58.58945,,,,,,,,,,,,,,,,,
"1998-11-25 18:00:00",1,"NSW1",36,60.29000,0.00000,,"1998-11-25 17:55:08",60.29073,,,,,,,,,,,,,,,,,
"1998-11-25 18:00:00",1,"QLD1",36,50.00000,0.00000,,"1998-11-25 17:55:08",49.99999,,,,,,,,,,,,,,,,,
"1998-11-25 18:00:00",1,"SA1",36,5000.00000,0.00000,,"1998-11-25 17:55:08",5000.00000,,,,,,,,,,,,,,,,,
"1998-11-25 18:00:00",1,"SNOWY1",36,56.54000,0.00000,,"1998-11-25 17:55:08",56.54370,,,,,,,,,,,,,,,,,
"1998-11-25 18:00:00",1,"VIC1",36,56.98000,0.00000,,"1998-11-25 17:55:08",56.98088,,,,,,,,,,,,,,,,,
"1998-11-25 18:30:00",1,"NSW1",37,57.21000,0.00000,,"1998-11-25 18:25:07",57.21489,,,,,,,,,,,,,,,,,
"1998-11-25 18:30:00",1,"QLD1",37,49.92000,0.00000,,"1998-11-25 18:25:07",49.92498,,,,,,,,,,,,,,,,,
"1998-11-25 18:30:00",1,"SA1",37,5000.00000,0.00000,,"1998-11-25 18:25:07",5000.00000,,,,,,,,,,,,,,,,,
"1998-11-25 18:30:00",1,"SNOWY1",37,53.95000,0.00000,,"1998-11-25 18:25:07",53.95004,,,,,,,,,,,,,,,,,
"1998-11-25 18:30:00",1,"VIC1",37,54.68000,0.00000,,"1998-11-25 18:25:07",54.68346,,,,,,,,,,,,,,,,,
"1998-11-25 19:00:00",1,"NSW1",38,58.77000,0.00000,,"1998-11-25 18:55:07",58.77192,,,,,,,,,,,,,,,,,
"1998-11-25 19:00:00",1,"QLD1",38,50.00000,0.00000,,"1998-11-25 18:55:07",49.99999,,,,,,,,,,,,,,,,,
"1998-11-25 19:00:00",1,"SA1",38,5000.00000,0.00000,,"1998-11-25 18:55:07",5000.00000,,,,,,,,,,,,,,,,,
"1998-11-25 19:00:00",1,"SNOWY1",38,55.31000,0.00000,,"1998-11-25 18:55:07",55.30760,,,,,,,,,,,,,,,,,
"1998-11-25 19:00:00",1,"VIC1",38,55.83000,0.00000,,"1998-11-25 18:55:07",55.83154,,,,,,,,,,,,,,,,,
"1998-11-25 19:30:00",1,"NSW1",39,60.83000,0.00000,,"1998-11-25 19:25:07",60.83088,,,,,,,,,,,,,,,,,
"1998-11-25 19:30:00",1,"QLD1",39,49.77000,0.00000,,"1998-11-25 19:25:07",49.77499,,,,,,,,,,,,,,,,,
"1998-11-25 19:30:00",1,"SA1",39,5000.00000,0.00000,,"1998-11-25 19:25:07",5000.00000,,,,,,,,,,,,,,,,,
"1998-11-25 19:30:00",1,"SNOWY1",39,56.79000,0.00000,,"1998-11-25 19:25:07",56.78680,,,,,,,,,,,,,,,,,
"1998-11-25 19:30:00",1,"VIC1",39,56.98000,0.00000,,"1998-11-25 19:25:07",56.98012,,,,,,,,,,,,,,,,,
"1998-11-25 20:00:00",1,"NSW1",40,58.30000,0.00000,,"1998-11-25 19:55:06",58.29970,,,,,,,,,,,,,,,,,
"1998-11-25 20:00:00",1,"QLD1",40,41.73000,0.00000,,"1998-11-25 19:55:06",41.73000,,,,,,,,,,,,,,,,,
"1998-11-25 20:00:00",1,"SA1",40,5000.00000,0.00000,,"1998-11-25 19:55:06",5000.00000,,,,,,,,,,,,,,,,,
"1998-11-25 20:00:00",1,"SNOWY1",40,55.03000,0.00000,,"1998-11-25 19:55:06",55.03289,,,,,,,,,,,,,,,,,
"1998-11-25 20:00:00",1,"VIC1",40,55.83000,0.00000,,"1998-11-25 19:55:06",55.83176,,,,,,,,,,,,,,,,,
"1998-11-25 20:30:00",1,"NSW1",41,52.86000,0.00000,,"1998-11-25 20:25:07",52.86186,,,,,,,,,,,,,,,,,
"1998-11-25 20:30:00",1,"QLD1",41,40.00000,0.00000,,"1998-11-25 20:25:07",39.99997,,,,,,,,,,,,,,,,,
"1998-11-25 20:30:00",1,"SA1",41,5000.00000,0.00000,,"1998-11-25 20:25:07",5000.00000,,,,,,,,,,,,,,,,,
"1998-11-25 20:30:00",1,"SNOWY1",41,50.15000,0.00000,,"1998-11-25 20:25:07",50.14549,,,,,,,,,,,,,,,,,
"1998-11-25 20:30:00",1,"VIC1",41,51.24000,0.00000,,"1998-11-25 20:25:07",51.23834,,,,,,,,,,,,,,,,,
"1998-11-25 21:00:00",1,"NSW1",42,51.46000,0.00000,,"1998-11-25 20:55:08",51.45746,,,,,,,,,,,,,,,,,
"1998-11-25 21:00:00",1,"QLD1",42,39.96000,0.00000,,"1998-11-25 20:55:08",39.95664,,,,,,,,,,,,,,,,,
"1998-11-25 21:00:00",1,"SA1",42,5000.00000,0.00000,,"1998-11-25 20:55:08",5000.00000,,,,,,,,,,,,,,,,,
"1998-11-25 21:00:00",1,"SNOWY1",42,48.98000,0.00000,,"1998-11-25 20:55:08",48.97686,,,,,,,,,,,,,,,,,
"1998-11-25 21:00:00",1,"VIC1",42,50.09000,0.00000,,"1998-11-25 20:55:08",50.09001,,,,,,,,,,,,,,,,,
"1998-11-25 21:30:00",1,"NSW1",43,52.89000,0.00000,,"1998-11-25 21:25:07",52.88895,,,,,,,,,,,,,,,,,
"1998-11-25 21:30:00",1,"QLD1",43,39.84000,0.00000,,"1998-11-25 21:25:07",39.83668,,,,,,,,,,,,,,,,,
"1998-11-25 21:30:00",1,"SA1",43,5000.00000,0.00000,,"1998-11-25 21:25:07",5000.00000,,,,,,,,,,,,,,,,,
"1998-11-25 21:30:00",1,"SNOWY1",43,49.42000,0.00000,,"1998-11-25 21:25:07",49.42158,,,,,,,,,,,,,,,,,
"1998-11-25 21:30:00",1,"VIC1",43,49.46000,0.00000,,"1998-11-25 21:25:07",49.46347,,,,,,,,,,,,,,,,,
"1998-11-25 22:00:00",1,"NSW1",44,42.30000,0.00000,,"1998-11-25 21:55:06",42.29992,,,,,,,,,,,,,,,,,
"1998-11-25 22:00:00",1,"QLD1",44,36.25000,0.00000,,"1998-11-25 21:55:06",36.25334,,,,,,,,,,,,,,,,,
"1998-11-25 22:00:00",1,"SA1",44,4205.94000,0.00000,,"1998-11-25 21:55:06",4205.93500,,,,,,,,,,,,,,,,,
"1998-11-25 22:00:00",1,"SNOWY1",44,40.10000,0.00000,,"1998-11-25 21:55:06",40.09884,,,,,,,,,,,,,,,,,
"1998-11-25 22:00:00",1,"VIC1",44,40.08000,0.00000,,"1998-11-25 21:55:06",40.08363,,,,,,,,,,,,,,,,,
"1998-11-25 22:30:00",1,"NSW1",45,42.33000,0.00000,,"1998-11-25 22:25:07",42.33272,,,,,,,,,,,,,,,,,
"1998-11-25 22:30:00",1,"QLD1",45,40.00000,0.00000,,"1998-11-25 22:25:07",39.99997,,,,,,,,,,,,,,,,,
"1998-11-25 22:30:00",1,"SA1",45,1826.96000,0.00000,,"1998-11-25 22:25:07",1826.96334,,,,,,,,,,,,,,,,,
"1998-11-25 22:30:00",1,"SNOWY1",45,39.64000,0.00000,,"1998-11-25 22:25:07",39.64097,,,,,,,,,,,,,,,,,
"1998-11-25 22:30:00",1,"VIC1",45,39.08000,0.00000,,"1998-11-25 22:25:07",39.08010,,,,,,,,,,,,,,,,,
"1998-11-25 23:00:00",1,"NSW1",46,26.86000,0.00000,,"1998-11-25 22:55:07",26.85905,,,,,,,,,,,,,,,,,
"1998-11-25 23:00:00",1,"QLD1",46,40.00000,0.00000,,"1998-11-25 22:55:07",39.99995,,,,,,,,,,,,,,,,,
"1998-11-25 23:00:00",1,"SA1",46,5000.00000,0.00000,,"1998-11-25 22:55:07",5000.00000,,,,,,,,,,,,,,,,,
"1998-11-25 23:00:00",1,"SNOWY1",46,25.40000,0.00000,,"1998-11-25 22:55:07",25.39876,,,,,,,,,,,,,,,,,
"1998-11-25 23:00:00",1,"VIC1",46,24.97000,0.00000,,"1998-11-25 22:55:07",24.97258,,,,,,,,,,,,,,,,,
"1998-11-25 23:30:00",1,"NSW1",47,28.22000,0.00000,,"1998-11-25 23:25:06",28.22076,,,,,,,,,,,,,,,,,
"1998-11-25 23:30:00",1,"QLD1",47,42.51000,0.00000,,"1998-11-25 23:25:06",42.50998,,,,,,,,,,,,,,,,,
"1998-11-25 23:30:00",1,"SA1",47,5000.00000,0.00000,,"1998-11-25 23:25:06",5000.00000,,,,,,,,,,,,,,,,,
"1998-11-25 23:30:00",1,"SNOWY1",47,27.46000,0.00000,,"1998-11-25 23:25:06",27.45614,,,,,,,,,,,,,,,,,
"1998-11-25 23:30:00",1,"VIC1",47,27.79000,0.00000,,"1998-11-25 23:25:06",27.78885,,,,,,,,,,,,,,,,,
"1998-11-26 00:00:00",1,"NSW1",48,20.12000,0.00000,,"1998-11-25 23:55:06",20.12084,,,,,,,,,,,,,,,,,
"1998-11-26 00:00:00",1,"QLD1",48,40.48000,0.00000,,"1998-11-25 23:55:06",40.48165,,,,,,,,,,,,,,,,,
"1998-11-26 00:00:00",1,"SA1",48,5000.00000,0.00000,,"1998-11-25 23:55:06",5000.00000,,,,,,,,,,,,,,,,,
"1998-11-26 00:00:00",1,"SNOWY1",48,19.77000,0.00000,,"1998-11-25 23:55:06",19.76998,,,,,,,,,,,,,,,,,
"1998-11-26 00:00:00",1,"VIC1",48,20.08000,0.00000,,"1998-11-25 23:55:06",20.08050,,,,,,,,,,,,,,,,,
"1998-11-26 00:30:00",1,"NSW1",1,15.35000,0.00000,,"1998-11-26 00:25:07",15.35369,,,,,,,,,,,,,,,,,
"1998-11-26 00:30:00",1,"QLD1",1,36.23000,0.00000,,"1998-11-26 00:25:07",36.22666,,,,,,,,,,,,,,,,,
"1998-11-26 00:30:00",1,"SA1",1,5000.00000,0.00000,,"1998-11-26 00:25:07",5000.00000,,,,,,,,,,,,,,,,,
"1998-11-26 00:30:00",1,"SNOWY1",1,15.16000,0.00000,,"1998-11-26 00:25:07",15.15890,,,,,,,,,,,,,,,,,
"1998-11-26 00:30:00",1,"VIC1",1,15.41000,0.00000,,"1998-11-26 00:25:07",15.40839,,,,,,,,,,,,,,,,,
"1998-11-26 01:00:00",1,"NSW1",2,13.98000,0.00000,,"1998-11-26 00:55:07",13.97584,,,,,,,,,,,,,,,,,
"1998-11-26 01:00:00",1,"QLD1",2,23.52000,0.00000,,"1998-11-26 00:55:07",23.52162,,,,,,,,,,,,,,,,,
"1998-11-26 01:00:00",1,"SA1",2,5000.00000,0.00000,,"1998-11-26 00:55:07",5000.00000,,,,,,,,,,,,,,,,,
"1998-11-26 01:00:00",1,"SNOWY1",2,13.81000,0.00000,,"1998-11-26 00:55:07",13.81303,,,,,,,,,,,,,,,,,
"1998-11-26 01:00:00",1,"VIC1",2,14.09000,0.00000,,"1998-11-26 00:55:07",14.08998,,,,,,,,,,,,,,,,,
"1998-11-26 01:30:00",1,"NSW1",3,18.02000,0.00000,,"1998-11-26 01:25:07",18.01773,,,,,,,,,,,,,,,,,
"1998-11-26 01:30:00",1,"QLD1",3,21.06000,0.00000,,"1998-11-26 01:25:07",21.05839,,,,,,,,,,,,,,,,,
"1998-11-26 01:30:00",1,"SA1",3,2559.87000,0.00000,,"1998-11-26 01:25:07",2559.87334,,,,,,,,,,,,,,,,,
"1998-11-26 01:30:00",1,"SNOWY1",3,18.01000,0.00000,,"1998-11-26 01:25:07",18.01297,,,,,,,,,,,,,,,,,
"1998-11-26 01:30:00",1,"VIC1",3,18.63000,0.00000,,"1998-11-26 01:25:07",18.62539,,,,,,,,,,,,,,,,,
"1998-11-26 02:00:00",1,"NSW1",4,15.07000,0.00000,,"1998-11-26 01:55:07",15.06569,,,,,,,,,,,,,,,,,
"1998-11-26 02:00:00",1,"QLD1",4,20.91000,0.00000,,"1998-11-26 01:55:07",20.90503,,,,,,,,,,,,,,,,,
"1998-11-26 02:00:00",1,"SA1",4,31.02000,0.00000,,"1998-11-26 01:55:07",31.01835,,,,,,,,,,,,,,,,,
"1998-11-26 02:00:00",1,"SNOWY1",4,15.05000,0.00000,,"1998-11-26 01:55:07",15.05403,,,,,,,,,,,,,,,,,
"1998-11-26 02:00:00",1,"VIC1",4,15.54000,0.00000,,"1998-11-26 01:55:07",15.53950,,,,,,,,,,,,,,,,,
"1998-11-26 02:30:00",1,"NSW1",5,13.70000,0.00000,,"1998-11-26 02:25:05",13.69710,,,,,,,,,,,,,,,,,
"1998-11-26 02:30:00",1,"QLD1",5,20.04000,0.00000,,"1998-11-26 02:25:05",20.04334,,,,,,,,,,,,,,,,,
"1998-11-26 02:30:00",1,"SA1",5,24.21000,0.00000,,"1998-11-26 02:25:05",24.21379,,,,,,,,,,,,,,,,,
"1998-11-26 02:30:00",1,"SNOWY1",5,13.61000,0.00000,,"1998-11-26 02:25:05",13.61125,,,,,,,,,,,,,,,,,
"1998-11-26 02:30:00",1,"VIC1",5,13.95000,0.00000,,"1998-11-26 02:25:05",13.94501,,,,,,,,,,,,,,,,,
"1998-11-26 03:00:00",1,"NSW1",6,11.97000,0.00000,,"1998-11-26 02:55:06",11.96984,,,,,,,,,,,,,,,,,
"1998-11-26 03:00:00",1,"QLD1",6,20.00000,0.00000,,"1998-11-26 02:55:06",19.99500,,,,,,,,,,,,,,,,,
"1998-11-26 03:00:00",1,"SA1",6,14.10000,0.00000,,"1998-11-26 02:55:06",14.10108,,,,,,,,,,,,,,,,,
"1998-11-26 03:00:00",1,"SNOWY1",6,11.65000,0.00000,,"1998-11-26 02:55:06",11.65019,,,,,,,,,,,,,,,,,
"1998-11-26 03:00:00",1,"VIC1",6,11.70000,0.00000,,"1998-11-26 02:55:06",11.69990,,,,,,,,,,,,,,,,,
"1998-11-26 03:30:00",1,"NSW1",7,12.17000,0.00000,,"1998-11-26 03:25:06",12.16657,,,,,,,,,,,,,,,,,
"1998-11-26 03:30:00",1,"QLD1",7,19.61000,0.00000,,"1998-11-26 03:25:06",19.61168,,,,,,,,,,,,,,,,,
"1998-11-26 03:30:00",1,"SA1",7,13.96000,0.00000,,"1998-11-26 03:25:06",13.96078,,,,,,,,,,,,,,,,,
"1998-11-26 03:30:00",1,"SNOWY1",7,11.75000,0.00000,,"1998-11-26 03:25:06",11.75034,,,,,,,,,,,,,,,,,
"1998-11-26 03:30:00",1,"VIC1",7,11.70000,0.00000,,"1998-11-26 03:25:06",11.69991,,,,,,,,,,,,,,,,,
"1998-11-26 04:00:00",1,"NSW1",8,12.43000,0.00000,,"1998-11-26 03:55:06",12.42576,,,,,,,,,,,,,,,,,
"1998-11-26 04:00:00",1,"QLD1",8,20.76000,0.00000,,"1998-11-26 03:55:06",20.75666,,,,,,,,,,,,,,,,,
"1998-11-26 04:00:00",1,"SA1",8,13.80000,0.00000,,"1998-11-26 03:55:06",13.79507,,,,,,,,,,,,,,,,,
"1998-11-26 04:00:00",1,"SNOWY1",8,11.88000,0.00000,,"1998-11-26 03:55:06",11.88062,,,,,,,,,,,,,,,,,
"1998-11-26 04:00:00",1,"VIC1",8,11.70000,0.00000,,"1998-11-26 03:55:06",11.70000,,,,,,,,,,,,,,,,,
"1998-11-26 04:30:00",1,"NSW1",9,14.96000,0.00000,,"1998-11-26 04:25:07",14.95529,,,,,,,,,,,,,,,,,
"1998-11-26 04:30:00",1,"QLD1",9,20.84000,0.00000,,"1998-11-26 04:25:07",20.84167,,,,,,,,,,,,,,,,,
"1998-11-26 04:30:00",1,"SA1",9,16.07000,0.00000,,"1998-11-26 04:25:07",16.06736,,,,,,,,,,,,,,,,,
"1998-11-26 04:30:00",1,"SNOWY1",9,14.27000,0.00000,,"1998-11-26 04:25:07",14.26653,,,,,,,,,,,,,,,,,
"1998-11-26 04:30:00",1,"VIC1",9,13.70000,0.00000,,"1998-11-26 04:25:07",13.70311,,,,,,,,,,,,,,,,,
"1998-11-26 05:00:00",1,"NSW1",10,14.93000,0.00000,,"1998-11-26 04:55:07",14.93304,,,,,,,,,,,,,,,,,
"1998-11-26 05:00:00",1,"QLD1",10,20.91000,0.00000,,"1998-11-26 04:55:07",20.90503,,,,,,,,,,,,,,,,,
"1998-11-26 05:00:00",1,"SA1",10,16.38000,0.00000,,"1998-11-26 04:55:07",16.37557,,,,,,,,,,,,,,,,,
"1998-11-26 05:00:00",1,"SNOWY1",10,14.31000,0.00000,,"1998-11-26 04:55:07",14.31000,,,,,,,,,,,,,,,,,
"1998-11-26 05:00:00",1,"VIC1",10,13.82000,0.00000,,"1998-11-26 04:55:07",13.82462,,,,,,,,,,,,,,,,,
"1998-11-26 05:30:00",1,"NSW1",11,14.75000,0.00000,,"1998-11-26 05:25:07",14.75122,,,,,,,,,,,,,,,,,
"1998-11-26 05:30:00",1,"QLD1",11,20.97000,0.00000,,"1998-11-26 05:25:07",20.96839,,,,,,,,,,,,,,,,,
"1998-11-26 05:30:00",1,"SA1",11,16.71000,0.00000,,"1998-11-26 05:25:07",16.71049,,,,,,,,,,,,,,,,,
"1998-11-26 05:30:00",1,"SNOWY1",11,14.31000,0.00000,,"1998-11-26 05:25:07",14.31000,,,,,,,,,,,,,,,,,
"1998-11-26 05:30:00",1,"VIC1",11,14.08000,0.00000,,"1998-11-26 05:25:07",14.08118,,,,,,,,,,,,,,,,,
"1998-11-26 06:00:00",1,"NSW1",12,16.00000,0.00000,,"1998-11-26 05:55:07",15.99978,,,,,,,,,,,,,,,,,
"1998-11-26 06:00:00",1,"QLD1",12,20.96000,0.00000,,"1998-11-26 05:55:07",20.95500,,,,,,,,,,,,,,,,,
"1998-11-26 06:00:00",1,"SA1",12,19.03000,0.00000,,"1998-11-26 05:55:07",19.02719,,,,,,,,,,,,,,,,,
"1998-11-26 06:00:00",1,"SNOWY1",12,15.70000,0.00000,,"1998-11-26 05:55:07",15.69639,,,,,,,,,,,,,,,,,
"1998-11-26 06:00:00",1,"VIC1",12,15.77000,0.00000,,"1998-11-26 05:55:07",15.77158,,,,,,,,,,,,,,,,,
"1998-11-26 06:30:00",1,"NSW1",13,18.53000,0.00000,,"1998-11-26 06:25:06",18.52512,,,,,,,,,,,,,,,,,
"1998-11-26 06:30:00",1,"QLD1",13,34.27000,0.00000,,"1998-11-26 06:25:06",34.27163,,,,,,,,,,,,,,,,,
"1998-11-26 06:30:00",1,"SA1",13,23.59000,0.00000,,"1998-11-26 06:25:06",23.58898,,,,,,,,,,,,,,,,,
"1998-11-26 06:30:00",1,"SNOWY1",13,18.36000,0.00000,,"1998-11-26 06:25:06",18.35608,,,,,,,,,,,,,,,,,
"1998-11-26 06:30:00",1,"VIC1",13,19.09000,0.00000,,"1998-11-26 06:25:06",19.08501,,,,,,,,,,,,,,,,,
"1998-11-26 07:00:00",1,"NSW1",14,17.88000,0.00000,,"1998-11-26 06:55:06",17.88482,,,,,,,,,,,,,,,,,
"1998-11-26 07:00:00",1,"QLD1",14,39.70000,0.00000,,"1998-11-26 06:55:06",39.69999,,,,,,,,,,,,,,,,,
"1998-11-26 07:00:00",1,"SA1",14,2531.17000,0.00000,,"1998-11-26 06:55:06",2531.16835,,,,,,,,,,,,,,,,,
"1998-11-26 07:00:00",1,"SNOWY1",14,17.58000,0.00000,,"1998-11-26 06:55:06",17.58366,,,,,,,,,,,,,,,,,
"1998-11-26 07:00:00",1,"VIC1",14,18.70000,0.00000,,"1998-11-26 06:55:06",18.70061,,,,,,,,,,,,,,,,,
"1998-11-26 07:30:00",1,"NSW1",15,14.69000,0.00000,,"1998-11-26 07:25:06",14.69123,,,,,,,,,,,,,,,,,
"1998-11-26 07:30:00",1,"QLD1",15,41.78000,0.00000,,"1998-11-26 07:25:06",41.78330,,,,,,,,,,,,,,,,,
"1998-11-26 07:30:00",1,"SA1",15,5000.00000,0.00000,,"1998-11-26 07:25:06",5000.00000,,,,,,,,,,,,,,,,,
"1998-11-26 07:30:00",1,"SNOWY1",15,14.35000,0.00000,,"1998-11-26 07:25:06",14.34673,,,,,,,,,,,,,,,,,
"1998-11-26 07:30:00",1,"VIC1",15,15.15000,0.00000,,"1998-11-26 07:25:06",15.15082,,,,,,,,,,,,,,,,,
"1998-11-26 08:00:00",1,"NSW1",16,14.98000,0.00000,,"1998-11-26 07:55:07",14.97992,,,,,,,,,,,,,,,,,
"1998-11-26 08:00:00",1,"QLD1",16,48.33000,0.00000,,"1998-11-26 07:55:07",48.33332,,,,,,,,,,,,,,,,,
"1998-11-26 08:00:00",1,"SA1",16,5000.00000,0.00000,,"1998-11-26 07:55:07",5000.00000,,,,,,,,,,,,,,,,,
